Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Angela H Whitecastle en Twitter: ;#FajardoLogró llevar educación a rincones rurales olvidados de Antioquia como el caso de Peque. Ahora gozan de infraestructuras dignas. Para las personas con menos recursos, lo mejor.… https://t.co/3oy6SwPU6c;| #fajardologr educ rincones rurales olvid antioqui peque  goz infraestructur dign  person recurs  mejor    |5
Yhansui en Twitter: ;#FajardoLogró, con ;Las Pirámides; que algunos critican, reducir el índice de accidentalidad en un 15,33 %, los accidentes con heridos en un 17.15 % y los accidentes con muertos en un 71,4% en La Av. Oriental de Medellín.;https://t.co/wrYqLq4N3d;| #fajardologr   piramides  critic  reduc indice accidental    accidentes her   accidentes muert  Av  oriental        |4
Fajardo Presidente en Twitter: ;#FajardoResponde. Acá les contamos qué pensamos sobre Ser pilo paga y qué proponemos para apoyar a los jóvenes del país que quieren estudiar. #ConEducaciónSePuede transformar la sociedad. #ElEquipo… https://t.co/4VVtFR01BZ;| #fajardoresponde  cont pens ser pil pag proponem apoy jovenes quieren estudi  #coneducacionsepuede transform socied  #elequipo…  |4
Son muchos los j�venes que tienen que pagar sus estudios con pr�stamos del @ICETEX . No m�s endeudamiento insostenible para acceder a la universidad. La educaci�n debe ser un derecho de todos y no una carga m�s. https://t.co/mJsLnungxS #ConEducaci�nSePuede #ElEquipo pic.twitter.com/OOaQDMoq2B&mdash; Fajardo Presidente (@sergio_fajardo) March 25, 2018		| |4
Qu� cifras maneja usted? Comp�rtalas por favor&mdash; Kike (@kikepinedo) March 28, 2018		| |0
Compromiso Ciudadano en Twitter: ;Al proponer la educación como elemento central en la transformación de nuestra sociedad, la política misma se convertirá en actividad educadora, y a los políticos les corresponderá buena parte del liderazgo pedagógico de la sociedad. @sergio_fajardo en 2010. #ConEducaciónSePuede;| propon educ element central transform socied  politic convert activ educ  politic correspond buen liderazg pedagog socied   #coneducacionsepuede   |4
Noticias RCN en Twitter: ;#EvaLoSabe: El respaldo de Zuluaga a Duque y la alianza entre Fajardo y De la Calle https://t.co/ViSbRctpc9… ;| #evalosabe  respald zuluag duque alianz fajard    |0
Pero venga maticemos las cosas, el partido liberal ha estado muy comprometido en cosas feas y en estas elecciones no qued� muy bien tampoco, pero De la calle no tiene tacha,Petro fue del M-19 pero el prop�sito de esa guerrilla fue justicia social y democracia, Fajardo ni fu ni fa&mdash; Manuel Garcia (@ManueldGarciao) March 22, 2018		| |0
Jose Obdulio Gaviria en Twitter: ;¿Saben cuál es el pavor con el ;regreso del uribismo;?;¿P q esta línea editorial?;Con @IvanDuque (tal y como ocurrió con @AlvaroUribeVel), desaparecerá un rubro presupuestal llamado ;eventos y publicidad;. 900 mil millones por año.;https://t.co/OkkuIMP0M7;https://t.co/T5Mj2ZZBXU;|  saben pavor  regres urib  P line editorial  @ivanduque (tal ocurr @alvarouribevel)  desaparec rubr presupuestal  event public   900 año    |0
Jorge E. Contreras en Twitter: ;No existirá consulta, una de las cosas más sensatas que hizo @sergio_fajardo fue él ahórranos 40 mil millones, algo que no hicieron los demás candidatos… https://t.co/RsdH1W6TY9;| No exist consult  sensat ahorran  no candidatos…   |5
Jesús Vergara Núñez en Twitter: ;voluntariosfajardo https://t.co/AMN7UcyUq3;| voluntariosfajard   |3
Y CON PETRO ABUELITO, POR FA&mdash; Paula Morales (@mthryrmthw) March 22, 2018		| |0
Compromiso Antioquia en Twitter: ;;Si no hay prevención, si no hay una política de convivencia, pasa lo siguiente: capturan a uno y, al otro día, entra otro a reemplazarlo. Quienes mejor saben todo esto, son las personas de la fuerza pública;: @sergio_fajardo #FajardoPropone;|  no prevencion  no politic convivente  siguiente  captur   entra reemplazarl  quienes mejor  person fuerz public   #fajardopropone   |4
Bellooo! Eso se menea mas q el barco de Fajardo a Culebra https://t.co/mrnmZJBV5q&mdash; Biskuiteo teo teo (@BiskuiteoPR) March 29, 2018		| |0
Municipio de Guatapé en Twitter: ;Removemos nuestro compromiso por el cuidado y preservación del líquido vital.… ;| removem compromis cuid preserv liqu vital    |4
2. #FajardoLogr� convertir a Antioquia, entre 2012 y 2015, en el departamento que m�s invirti� en la construcci�n de universidades p�blicas en sus regiones.#FajardoPropone Alcanzar una cobertura en Educaci�n Superior del 65% para el 2022. pic.twitter.com/xspQnF5xa6&mdash; William Su�rez Ing. (@william_mana) March 25, 2018		| |5
�Tenemos que trabajar para que todos los colombianos puedan acceder a educaci�n de calidad desde la primera infancia hasta la educaci�n superior. Vamos a enfocarnos en aumentar la cobertura de atenci�n integral en todo el pa�s� @sergio_fajardo  #ConEducaci�nSePuede pic.twitter.com/PalNkN5Rs4&mdash; Claudia L�pez (@ClaudiaLopez) March 22, 2018		| |4
Compromiso Ciudadano en Twitter: ;Aún no conoces la propuesta concreta. Te invitamos a conocerla mañana a las 10:00 a.m por Facebook Live. #ConEducaciónSePuede… https://t.co/G4iAkTe57u;| aun no conoces propuest concret  invit conocerl mañan 10 00 facebook live  #coneducacionsepuede…   |0
ANGELICA GÓMEZ en Twitter: ;Terminamos agenda en #Chia #Cundinamarca consolidando  equipos @sergio_fajardo sabana Centro, es la ciudadanía #LaFuerzaDeLaEsperanza ...#SePuede!! @GermanEsco1 @johnsudarsky… https://t.co/LUuFk1Zpla;| termin agend #chi #cundinamarc consolid  equip saban  ciudadan #lafuerzadelaesper    #sepuede   @germanesco1 @johnsudarsky…   |3
#PreguntaYamid : #Participe y #Vote. Despu�s de la entrevista, con el aspirante a la Presidencia de la Rep�blica @sergio_fajardo, �a usted le gusta como candidato presidencial? https://t.co/qwFoGo79t6 pic.twitter.com/jm51AB6sVE&mdash; NOTICIERO CM&amp; (@CMILANOTICIA) March 29, 2018		| |0
�Otra consulta para saber que ni Fajardo ni De la Calle pasan a segunda vuelta? No, por favor no jueguen as� con los recursos del Estado.&mdash; Marcia Villanueva (@Marvilla79) March 27, 2018		| |0
Noticias Caracol en Twitter: ;#YLaSeguridadQué Como sociedad debemos educarnos. Podemos necesitar más cárceles, pero necesitamos sobre todo crear alternativas para que jóvenes no entren a ese mundo: Sergio Fajardo https://t.co/6i7ID6Be72… https://t.co/dBYJ7G4ncM;| #ylaseguridadque socied educarn  podem necesit carceles  necesit cre alternat jovenes no entren mund  sergi fajard   |3
Compromiso Antioquia en Twitter: ;@sergio_fajardo será el primer maestro que lidere a Colombia ¡Y con doctorado! #FajardoResponde en @NoticiasCaracol #ClaudiaVice #CoaliciónColombia;| maestr lidere  Y doctor  #fajardoresponde @noticiascaracol #claudiavice #coalicioncolombi   |5
L Rivero en Twitter: ;Si @petrogustavo pasa solo, adivinen quienes ahora si les gustaria unirse!?… ;|  adivinen gustari unirse  …    |3
#Fajardologr� reducir el desempleo y la inflaci�n, incrementar el PIB y la inversi�n extranjera en Antioquia pic.twitter.com/CaZF8nJXEf&mdash; Laura Pulido (@Neurowitch) March 25, 2018		| |4
Carlos Useda en Twitter: ;Petro, bájese de su candidatura y apoye a uno de los otros dos. Esa es la clave, por el bien del país. Ud mueve mucha más gente que ellos, pero su desfavorabilidad no le va a permitir ser presidente. Fajardo y DLC pueden reunir más gente en torno a su unión política.… https://t.co/nmFNxmwFP7;| petr  bajese candidatur apoye  esa clave   mueve gente  desfavorabil no permit presidente  fajard dlc reun gente torn union politic   |3
julianPiñares en Twitter: ;Ni uniéndose la gritona @ClaudiaLopez  @DeLaCalleHum @sergio_fajardo lograrán ganarle a @ivanduque #DuquePresidenteEnPrimeraVuelta el pueblo es el q monta presidente!… https://t.co/Cwx4RA7Hrr;| Ni uniendose griton  logr ganarle @ivanduque #duquepresidenteenprimeravuelt puebl mont presidente …   |-3
#FajardoLogr� invertir el 85% de los recursos en proyectos inversi�n social. La gente pagaba sus impuestos porque recib�an retribuci�n por ellos ??.&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |5
No voy a decir que esto sea mentira porque lo desconozco, pero lo encuentro dif�cil de creer.Dudo que pueda existir una sociedad sin tecnolog�a (veh�culos, maquinaria, entretenimiento digital...) que haga el mismo ejercicio que las que s� lo tienen en promedio.�Referencias?&mdash; Teofrasto (@_teofrasto) March 29, 2018		| |0
norbeyquevedo en Twitter: ;Atención: nueva encuesta presidencial de la firma Consultores de opinión. @IvanDuque 32% @petrogustavo 23% @German_Vargas 19%;@sergio_fajardo 9%;Voto en blanco 7%;@DeLaCalleHum 5%;@piedadcordoba 4%;@MoralesViviane 2%;Ficha técnica y gráfico:… https://t.co/pVTIwx4t9P;| atencion  nuev encuest presidencial firm consultores opinion  @ivanduque 32  23  @german_varg 19  9  vot blanc 7  5  4  @moralesviviane 2  fich tecnic grafic …   |-2
Claudia López en Twitter: ;#ClaudiaVice tiene tres compromisos de vida: superar la violencia, alejarnos de los odios y construir reconciliación, derrotar la corrupción y construir una sociedad moderna, inteligente e incluyente, basada en un modelo económico sostenible #SePuede #DebateVicepresidencialEnLaW;| #claudiavice compromis vid  super violenci  alejarn odi constru reconcili  derrot corrupcion constru socied modern  inteligente incluyente  bas econom sosten #sepuede #debatevicepresidencialenlaw   |4
Ricardo Galán en Twitter: ;El café que se tomaron @DeLaCalleHum y @sergio_fajardo podría ser el café más caro que paguemos los colombianos: $40 mil millones. Todo a nombre de la democracia.  El @CNE_COLOMBIA tiene la palabra.;| cafe tom podr cafe car paguem colombian   40  nombre democraci   @cne_colombi palabr    |-4
Alvaro Ruiz en Twitter: ;Le veo más futuro a de la Calle y Fajardo que Argentina .;| futur fajard argentin     |3
En las narices de @alvarouribevel y @sergio_fajardo sucedieron abusos sexuales a ni�os, gobernador, alcalde, presidente, de ese tama�o es la po�tica criminal contra el abuso sxual a ni�os y ni�as en Medell�n. Recibieron las denuncias y nada hicieron...#CuandoYoEraMamerto&mdash; Fallen Angel... ??????? (@Apokalypse_8_1) March 21, 2018		| |-5
Luisfer Marrugo Díaz en Twitter: ;#LaFuerzaDeLaEsperanza Fajardo Prseidente… ;| #lafuerzadelaesper fajard prseidente…    |4
Fajardo con Bolívar en Twitter: ;En los cuatro años en Alcaldía de Medellín,  #FajardoLogró que los estudiantes de escuelas públicas con bajo desempeño escolar pasaran de 65% a 11.6% . Con @sergio_fajardo se mejoraron las condiciones laborales de los docentes.;| alcald   #fajardologr estudi escuel public desempeñ escol pas   mejor condiciones laborales docentes    |4
#FajardoLogr� llegar a la Gobernaci�n de Antioquia con la votaci�n m�s alta en la historia para ese cargo. Ha gobernado dos veces y ha sido el mejor. En https://t.co/K6SaefRuqz todas sus propuestas. pic.twitter.com/u8ULmIVg5j&mdash; Yhansui (@yhansui_O) March 25, 2018		| |4
#FajardoLogr� construir la ciudadela universitaria de la Universidad de Antioquia, en Apartad�, que beneficia a miles de estudiantes en el Urab� antioque�o.&mdash; Coalici�n Colombia - no sue�es el cambio, �cr�elo! (@coalicionItagui) March 25, 2018		| |4
Estirada en Twitter: ;Es inaudito que las empresas manipulen a las personas diciendole que hay que votar por alguien o sino se quedan sin empleo. #FuerzaDeLaEsperanza @ClaudiaLopez #DENUNCIA;| inaudit empres manipulen person diciendole vot alguien  #fuerzadelaesper #denunci   |3
Melissa Maichel S. en Twitter: ;@petrogustavo que guerrillero @German_Vargas familia en el poder @IvanDuque que títere @sergio_fajardo que  ni fu ni fa sea como sea... Uno de esos será el próximo presidente y tendremos que aceptarlo nos guste o no.;| guerriller @german_varg famili @ivanduque titere  ni fu ni    proxim presidente tendremos aceptarl guste no    |-5
Compromiso Ciudadano en Twitter: ;#FajardoLogró transformar Antioquia. Entre 2012 y 2015, fue el departamento que más invirtió en la construcción de universidades públicas en sus regiones.… https://t.co/yvtrfu66pq;| #fajardologr transform antioqui  2012  departament invirt construccion univers public regiones   |5
Alex Castillo en Twitter: ;#FajardoLogró construir escuelas donde antes había cambuches, llevar educación donde antes imperaba el hampa.;¡Gracias, Checho!;| #fajardologr constru escuel había cambuches  educ imper hamp   graci  chech    |4
#FajardoLogr� terminar la Alcald�a de Medell�n con un �ndice de aprobaci�n a su gesti�n del 90% (Gallup, octubre de 2006).&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |4
Mulato en Twitter: ;Sergio Fajardo es un sinvergüenza ‘educado y con formación en cinismo ‘ sus seguidores creen que los únicos que deben ser decentes son los hijos de sus vecinos, los de ellos no. Ver y leer imágenes ; #FajardoLogró… https://t.co/5LSTYvobn4;| sergi fajard sinverguenz ‘educ formacion cinism ‘ seguidores creen unic decentes hij vecin  no  ver leer imagenes   #fajardologro…   |-4
#FajardoLogr� terminar la Alcald�a de Medell�n con un �ndice de aprobaci�n a su gesti�n del 90% (Gallup, octubre de 2006).&mdash; Compromiso Ciudadano (@compromisociu) March 25, 2018		| |4
Mulato en Twitter: ;Sergio Fajardo es un sinvergüenza ‘educado y con formación en cinismo ‘ sus seguidores creen que los únicos que deben ser decentes son los hijos de sus vecinos, los de ellos no. Ver y leer imágenes ; #FajardoLogró… https://t.co/5LSTYvobn4;| sergi fajard sinverguenz ‘educ formacion cinism ‘ seguidores creen unic decentes hij vecin  no  ver leer imagenes   #fajardologro…   |-4
#FajardoLogr� gobernar en la Alcald�a de Medell�n sin tener al Concejo de su lado, los puso a hacer su tarea, representar a quienes los hab�an elegido y trabajar por los ciudadanos sin mermeladas.&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |4
Pero es verdad no propone nada, para m� fajardo solo quiere ser presidente y ya, es un lienzo donde pinta Robledo y Claudia, si pasara a segunda vuelta pues pintar� tambi�n Petro y FARC&mdash; Leonardo Hern�ndez (@leohdez72) March 21, 2018		| |-4
#FajardoLogr� alejar de la violencia a cerca de 5200 j�venes en el Departamento de Antioquia, se convirtieron en l�deres, educadores y deportistas; gracias al programa Entornos Protectores.&mdash; Angela H Whitecastle (@castiblancoange) March 25, 2018		| |4
luis en Twitter: ;FAJARDO SEPULTA SU CAMPAÑA POLÍTICA AL SER ALIANZA  CON DE LA CALLE    CANDIDATO  QUE NO TIENE ACEPTACIÓN  ENTRE LOS COLOMBIANOS;| fajard sepult SU campañ politic AL ser alianz  calle    candidat  NO tiene acept  entre   |-4
Si est�s de acuerdo con la convergencia de @sergio_fajardo @DeLaCalleHum y @petrogustavo , usa esta imagen en el perfil de tus redes sociales e invita a tus amigos. #ConvergenciaXLaPaz pic.twitter.com/K2Z4HyOO6a&mdash; Carlos Caicedo (@carlosecaicedo) March 27, 2018		| |0
Compromiso Antioquia en Twitter: ;Garantizaremos agua potable, energía y conectividad en todas las escuelas del país. Entraremos al gobierno con un déficit de 20.000 aulas. Construiremos 10.000 aulas para el 2022 #ConEducaciónSePuede;| garantiz agu potable  energ conectiv escuel  entrarem deficit aul  constru aul #coneducacionsepuede   |4
